nvidia 3060,https://www.amazon.com/s?k=nvidia+3060&ref=nb_sb_noss,$555.99,$979.95,$529.99,2/5/2022
nvidia 3070,https://www.amazon.com/s?k=nvidia+3070&ref=nb_sb_noss,$834.00,"$1,099.00",$179.99,2/5/2022
nvidia 3080,https://www.amazon.com/s?k=nvidia+3080&ref=nb_sb_noss,"$1,395.00","$1,549.00","$1,880.00",2/5/2022
